Date,Portfolio_Value,Buy_Hold_Value,Actual_Close
2023-01-01,100000.0,100000.0,69.57498168945312
2023-01-02,101444.04949188232,101444.34921329764,70.57988739013672
2023-01-03,101444.04949188232,101571.79275850469,70.6685562133789
2023-01-04,101444.04949188232,101005.36969155197,70.27446746826172
2023-01-05,101444.04949188232,101175.2944184947,70.39269256591797
2023-01-06,101444.04949188232,101104.48879369673,70.34342956542969
2023-01-07,101444.04949188232,101656.75512197604,70.72766876220703
2023-01-08,101444.04949188232,101755.86325840533,70.79662322998047
2023-01-09,101444.04949188232,101543.45734972693,70.64884185791016
2023-01-10,101444.04949188232,100552.24439684837,69.9592056274414
2023-01-11,101444.04949188232,99858.38875040409,69.47645568847656
2023-01-12,101444.04949188232,99362.77130824933,69.13162994384766
2023-01-13,101444.04949188232,97720.18389066217,67.98880004882812
2023-01-14,101693.94173431396,97960.91424240284,68.15628814697266
2023-01-15,101693.94173431396,98513.15863925121,68.54051208496094
2023-01-16,101693.94173431396,98060.03334454761,68.22525024414062
2023-01-17,101693.94173431396,98513.15863925121,68.54051208496094
2023-01-18,101693.94173431396,99603.49069427454,69.29911041259766
2023-01-19,101693.94173431396,99603.49069427454,69.29911041259766
2023-01-20,101693.94173431396,99929.18340948658,69.52571105957031
2023-01-21,101693.94173431396,98980.45163834369,68.86563110351562
2023-01-22,101693.94173431396,99745.10194387045,69.39763641357422
2023-01-23,101693.94173431396,98343.2339123085,68.42228698730469
2023-01-24,101693.94173431396,98343.2339123085,68.42228698730469
2023-01-25,101693.94173431396,96304.1591204268,67.00360107421875
2023-01-26,100632.81023406982,95298.77846315937,66.30410766601562
2023-01-27,100064.87271118164,94760.67983926894,65.92972564697266
2023-01-28,99691.23600006104,94406.67364671009,65.68342590332031
2023-01-29,99691.23600006104,92834.86992248995,64.58984375
2023-01-30,100238.49997711182,93344.6441033181,64.94451904296875
2023-01-31,99311.20726776123,92480.87469564658,64.34355163574219
2023-02-01,98855.16572570801,92056.07384400524,64.0479965209961
2023-02-02,99007.16780090332,92197.66316217021,64.1465072631836
2023-02-03,99402.42970275879,92565.8480248334,64.40267181396484
2023-02-04,99402.42970275879,90201.0695520242,62.75737762451172
2023-02-05,99340.04424667358,90144.4261487574,62.71796798706055
2023-02-06,99745.53461456299,90512.59456284737,62.97412109375
2023-02-07,98872.17446136475,89719.61981425833,62.42240905761719
2023-02-08,98622.64471435547,89493.05716690652,62.26477813720703
2023-02-09,98310.7234725952,89209.84563343016,62.06773376464843
2023-02-10,97608.91577529907,88572.63339025271,61.624393463134766
2023-02-11,96345.66312789916,87425.65244910482,60.8263816833496
2023-02-12,96532.81345748901,87595.57717604755,60.94460678100586
2023-02-13,97671.2951927185,88629.27131066179,61.66379928588867
2023-02-14,98295.13163757326,89195.68889475678,62.0578842163086
2023-02-15,99496.00486755371,90286.03191549557,62.816490173339844
2023-02-16,99745.53461456299,90512.59456284737,62.97412109375
2023-02-17,100462.9341468811,91163.96354469823,63.427310943603516
2023-02-18,100462.9341468811,91404.69937929664,63.59480285644531
2023-02-19,100462.9341468811,91234.76916949618,63.4765739440918
2023-02-20,100462.9341468811,91427.38196174896,63.61058425903321
2023-02-21,100462.9341468811,90813.87211256262,63.18373489379882
2023-02-22,100462.9341468811,90628.39251822393,63.05468750000001
2023-02-23,100462.9341468811,88759.31921329326,61.75428009033203
2023-02-24,101608.93838119507,89772.32652567096,62.45907974243164
2023-02-25,101608.93838119507,89215.88774265484,62.07193756103516
2023-02-26,101722.6153678894,89315.75799630939,62.14142227172852
2023-02-27,102226.06431198117,89758.06012984284,62.44915390014648
2023-02-28,101787.5825614929,89372.83454533732,62.18113327026367
2023-03-01,103736.39866256714,91084.95556472777,63.37234115600587
2023-03-02,103736.39866256714,90057.68185652194,62.657615661621094
2023-03-03,102799.95594406128,89244.42053431107,62.09178924560547
2023-03-04,104196.40638732909,90457.17931971332,62.93556594848632
2023-03-05,103292.81820678712,89672.4507891587,62.38959121704102
2023-03-06,102635.67694091798,89101.75109317219,61.99252700805665
2023-03-07,102799.95594406128,89244.42053431107,62.09178924560547
2023-03-08,102799.95594406128,89001.8753566599,61.923038482666016
2023-03-09,102799.95594406128,89658.1898761883,62.379669189453125
2023-03-10,102799.95594406128,89272.95880882503,62.11164474487305
2023-03-11,102799.95594406128,89101.75109317219,61.99252700805665
2023-03-12,102799.95594406128,88502.50215695625,61.57559967041016
2023-03-13,102799.95594406128,88830.65667529157,61.80391311645508
2023-03-14,102799.95594406128,88231.41870479108,61.38699340820312
2023-03-15,102799.95594406128,88103.01017662259,61.29765319824219
2023-03-16,102799.95594406128,86761.84834590954,60.364540100097656
2023-03-17,102850.6372947693,86804.6475333939,60.39431762695313
2023-03-18,104320.5328102112,88045.9391104524,61.257946014404304
2023-03-19,104320.5328102112,87132.80753458697,60.62263488769531
2023-03-20,105310.82669448854,87960.33525262597,61.198387145996094
2023-03-21,105976.7112464905,88516.77403564208,61.58552932739258
2023-03-22,105976.7112464905,88131.54296827882,61.3175048828125
2023-03-23,106800.079410553,88816.39576232119,61.79399108886719
2023-03-24,107589.13068008424,89472.70479899186,62.25061798095703
2023-03-25,107589.13068008424,89058.94093997235,61.96274185180663
2023-03-26,107589.13068008424,88145.80936410694,61.32743072509766
2023-03-27,107589.13068008424,87789.11657125765,61.07926177978516
2023-03-28,108270.88806152342,88345.55535427375,61.46640396118163
2023-03-29,111679.68840408325,91127.76023506986,63.402122497558594
2023-03-30,111679.68840408325,88973.33708214592,61.90318298339844
2023-03-31,112521.36330032347,89643.92348036017,62.36974334716796
2023-04-01,114706.1216468811,91384.5827742646,63.580806732177734
2023-04-02,114706.1216468811,90571.32145205373,63.01498031616211
2023-04-03,114471.24844741823,90385.83637485729,62.88592910766602
2023-04-04,113242.7151222229,89415.63373282166,62.21091079711914
2023-04-05,114055.71797561646,90057.68185652194,62.657615661621094
2023-04-06,114489.32042312622,90400.10825354313,62.89585876464844
2023-04-07,115356.51837539674,91084.95556472777,63.37234115600587
2023-04-08,116639.25374221802,92097.96287710547,64.07714080810547
2023-04-09,122149.58867263794,96449.60837043767,67.10479736328125
2023-04-10,122149.58867263794,98033.32086165961,68.2066650390625
2023-04-11,122149.58867263794,99160.47578923544,68.99088287353516
2023-04-12,122149.58867263794,98261.6051263404,68.36549377441406
2023-04-13,122149.58867263794,98518.43314839288,68.54418182373047
2023-04-14,123953.89902114868,99973.72614573085,69.55670166015625
