Date,Portfolio_Value,Buy_Hold_Value,Actual_Close
2023-04-15,123953.89902114868,99930.9269582465,69.52692413330078
2023-04-16,123953.89902114868,101799.9892974617,70.82732391357422
2023-04-17,123953.89902114868,100715.64452308569,70.07289123535156
2023-04-18,125533.44742202759,101999.74077048626,70.96630096435547
2023-04-19,125533.44742202759,101015.27173262252,70.28135681152344
2023-04-20,125533.44742202759,101115.1474691348,70.35084533691406
2023-04-21,125533.44742202759,101600.24879015262,70.6883544921875
2023-04-22,125533.44742202759,103183.96128137456,71.79022216796875
2023-04-23,125533.44742202759,100144.94482709919,69.67582702636719
2023-04-24,125336.7928199768,99988.00350727444,69.56663513183594
2023-04-25,126016.15257644653,100530.17041160472,69.94384765625
2023-04-26,127750.31859207153,101914.1314298021,70.90673828125
2023-04-27,127786.07147598267,101942.66422145833,70.92658996582031
2023-04-28,127053.08239364624,101357.69812964372,70.51959991455078
2023-04-29,127053.08239364624,99788.25203424988,69.42765808105469
2023-04-30,127053.08239364624,99331.6835048883,69.11000061035156
2023-05-01,127053.08239364624,99403.55280408697,69.16000366210938
2023-05-02,128816.60071182251,100783.35781612074,70.12000274658203
2023-05-03,128816.60071182251,99719.7492097009,69.37999725341797
2023-05-04,128816.60071182251,99576.02157701903,69.27999877929688
2023-05-05,129615.97127914429,100194.06026669497,69.70999908447266
2023-05-06,127682.60957717896,98699.26876222952,68.66999816894531
2023-05-07,128203.12730789185,99101.71052002494,68.94999694824219
2023-05-08,128203.12730789185,98900.48964112722,68.80999755859375
2023-05-09,130457.3556022644,100639.6192177234,70.0199966430664
2023-05-10,130457.3556022644,101674.47571817761,70.73999786376953
2023-05-11,130457.3556022644,101142.68238068315,70.37000274658203
2023-05-12,132773.6056022644,102939.30520349517,71.62000274658203
2023-05-13,132773.6056022644,103298.62976805758,71.87000274658203
2023-05-14,132773.6056022644,102522.48739271692,71.33000183105469
2023-05-15,136216.45276260376,105181.48697733562,73.18000030517578
2023-05-16,136216.45276260376,100510.26763802436,69.93000030517578
2023-05-17,133179.13751602173,98268.08586418391,68.37000274658203
2023-05-18,133276.47860336304,98339.94419766711,68.41999816894531
2023-05-19,136255.38622665405,100539.00877827455,69.94999694824219
2023-05-20,137832.46632766724,101703.22782414327,70.76000213623047
2023-05-21,139136.95276260376,102666.2150253988,71.43000030517578
2023-05-22,141122.88622665405,104132.2544238986,72.44999694824219
2023-05-23,141122.88622665405,103284.25371507475,71.86000061035156
2023-05-24,141122.88622665405,103025.53958996119,71.68000030517578
