Date,Portfolio_Value,Buy_Hold_Value,Actual_Close
2023-04-15,128994.31855392453,99930.9269582465,69.52692413330078
2023-04-16,131406.56014633176,101799.9892974617,70.82732391357422
2023-04-17,131406.56014633176,100715.64452308569,70.07289123535156
2023-04-18,133081.70338821408,101999.74077048626,70.96630096435547
2023-04-19,133081.70338821408,101015.27173262252,70.28135681152344
2023-04-20,133081.70338821408,101115.1474691348,70.35084533691406
2023-04-21,133719.93320083615,101600.24879015262,70.6883544921875
2023-04-22,135803.5649757385,103183.96128137456,71.79022216796875
2023-04-23,135803.5649757385,100144.94482709919,69.67582702636719
2023-04-24,135590.7499732971,99988.00350727444,69.56663513183594
2023-04-25,136325.9371833801,100530.17041160472,69.94384765625
2023-04-26,138202.6110115051,101914.1314298021,70.90673828125
2023-04-27,138241.30194473264,101942.66422145833,70.92658996582031
2023-04-28,137448.07833480832,101357.69812964372,70.51959991455078
2023-04-29,137448.07833480832,99788.25203424988,69.42765808105469
2023-04-30,136819.43420028684,99331.6835048883,69.11000061035156
2023-05-01,136918.39023971555,99403.55280408697,69.16000366210938
2023-05-02,138818.22842788693,100783.35781612074,70.12000274658203
2023-05-03,138818.22842788693,99719.7492097009,69.37999725341797
2023-05-04,138818.22842788693,99576.02157701903,69.27999877929688
2023-05-05,139679.51903915402,100194.06026669497,69.70999908447266
2023-05-06,137596.39720535275,98699.26876222952,68.66999816894531
2023-05-07,138157.2347602844,99101.71052002494,68.94999694824219
2023-05-08,138157.2347602844,98900.48964112722,68.80999755859375
2023-05-09,140585.70292282102,100639.6192177234,70.0199966430664
2023-05-10,140585.70292282102,101674.47571817761,70.73999786376953
2023-05-11,140585.70292282102,101142.68238068315,70.37000274658203
2023-05-12,143081.95292282102,102939.30520349517,71.62000274658203
2023-05-13,143081.95292282102,103298.62976805758,71.87000274658203
2023-05-14,143081.95292282102,102522.48739271692,71.33000183105469
2023-05-15,146791.1998634338,105181.48697733562,73.18000030517578
2023-05-16,146791.1998634338,100510.26763802436,69.93000030517578
2023-05-17,143516.76498794553,98268.08586418391,68.37000274658203
2023-05-18,143621.70537948605,98339.94419766711,68.41999816894531
2023-05-19,146833.1728172302,100539.00877827455,69.94999694824219
2023-05-20,148533.3737068176,101703.22782414327,70.76000213623047
2023-05-21,149939.6998634338,102666.2150253988,71.43000030517578
2023-05-22,152080.6728172302,104132.2544238986,72.44999694824219
2023-05-23,152080.6728172302,103284.25371507475,71.86000061035156
2023-05-24,152080.6728172302,103025.53958996119,71.68000030517578
